X,Y,SERVICEREQUESTID,STREETADDRESS,CITY,STATE,ZIPCODE,SERVICECODE,SERVICECODEDESCRIPTION,SERVICETYPECODEDESCRIPTION,ORGANIZATIONACRONYM,SERVICECALLCOUNT,ADDDATE,RESOLUTIONDATE,SERVICEDUEDATE,SERVICEORDERDATE,INSPECTIONFLAG,INSPECTIONDATE,INSPECTORNAME,SERVICEORDERSTATUS,STATUS_CODE,PRIORITY,DETAILS,WARD,XCOORD,YCOORD,LATITUDE,LONGITUDE,MARADDRESSREPOSITORYID,GIS_ID,GLOBALID,CREATED,EDITED,OBJECTID
400918.170000002,135374.030000001,26-00192577,1220 C STREET SE,WASHINGTON,DC,20003,S0451,Trash Cart - Delivery,SWMA- Solid Waste Management Admistration,DPW,1,2026/03/29 16:59:57+00,2026/04/10 16:13:25+00,2026/04/27 16:59:57+00,2026/03/29 16:59:57+00,,,,Closed,,Standard,,Ward 6,400918.17,135374.03,38.8862056,-76.98941721,71102,,{4E2DE905-B007-4998-E063-782F520AEECA},,,12515823
398059.890000001,142764.43,26-00192578,5128 7TH STREET NW,WASHINGTON,DC,20011,S0031,Bulk Collection,SWMA- Solid Waste Management Admistration,DPW,1,2026/03/29 17:00:09+00,2026/04/07 12:05:15+00,2026/04/08 03:59:00+00,2026/03/29 17:00:09+00,,,,Closed,,Standard,,Ward 4,398059.89,142764.43,38.95277906,-77.02238252,250140,,{4E2DE905-B008-4998-E063-782F520AEECA},,,12515824
403099.18,134293.52,26-00192579,3009 MINNESOTA AVENUE SE,WASHINGTON,DC,20019,DOCVEH2022,Dockless Vehicle Parking Complaint,,DDOT,1,2026/03/29 17:00:11+00,2026/03/29 17:05:56+00,2026/03/31 17:00:11+00,2026/03/29 17:00:11+00,,,,Closed,,Standard,,Ward 7,403099.18,134293.52,38.87646696,-76.96428384,42139,,{4E2DE905-B009-4998-E063-782F520AEECA},,,12515825
399630.149999999,136535.120000001,26-00192580,1 COLUMBUS CIRCLE NE,WASHINGTON,DC,20002,MARKINST,Roadway Markings / Pylons,Transportation Operations Administration,DDOT,1,2026/03/29 17:01:33+00,,2027/04/22 17:01:33+00,2026/03/29 17:01:33+00,,,,In-Progress,,Standard,,Ward 6,399630.15,136535.12,38.89666519,-77.0042635,285727,,{4E2DE905-B00A-4998-E063-782F520AEECA},,,12515826
397971.009999998,142232.120000001,26-00192581,4721 8TH STREET NW,WASHINGTON,DC,20011,S0031,Bulk Collection,SWMA- Solid Waste Management Admistration,DPW,1,2026/03/29 17:02:32+00,2026/04/07 12:05:09+00,2026/04/08 03:59:00+00,2026/03/29 17:02:32+00,,,,Closed,,Standard,,Ward 4,397971.01,142232.12,38.94798367,-77.02340633,249881,,{4E2DE905-B00B-4998-E063-782F520AEECA},,,12515827
397988.609999999,138345.629999999,26-00192582,801 R STREET NW,WASHINGTON,DC,20001,S0000,Abandoned Vehicle - On Public Property,PEMA- Parking Enforcement Management Administration,DPW,1,2026/03/29 17:02:46+00,2026/03/30 17:03:06+00,2026/04/15 17:02:46+00,2026/03/29 17:02:46+00,,,,Closed,,Standard,,Ward 2,397988.61,138345.63,38.91297268,-77.02319191,295460,,{4E2DE905-B00C-4998-E063-782F520AEECA},,,12515828
399904.229999997,137432.460000001,26-00192583,1141 ABBEY PLACE NE,WASHINGTON,DC,20002,S0477,Scheduled Yard Waste,SWMA- Solid Waste Management Administration,DPW,1,2026/03/29 17:03:40+00,2026/04/24 16:42:47+00,2026/04/25 03:59:00+00,2026/03/29 17:03:40+00,,,,Closed,,Standard,,Ward 6,399904.23,137432.46,38.90474916,-77.00110413,72947,,{4E2DE905-B00D-4998-E063-782F520AEECA},,,12515829
400918.170000002,135374.030000001,26-00192584,1220 C STREET SE,WASHINGTON,DC,20003,S0316,Recycling Cart Delivery,SWMA- Solid Waste Management Admistration,DPW,1,2026/03/29 17:05:23+00,2026/04/24 13:50:19+00,2026/04/27 17:05:23+00,2026/03/29 17:05:23+00,,,,Closed,,Standard,,Ward 6,400918.17,135374.03,38.8862056,-76.98941721,71102,,{4E2DE905-B00E-4998-E063-782F520AEECA},,,12515830
397063.170000002,141458.879999999,26-00192585,1429 TAYLOR STREET NW,WASHINGTON,DC,20011,S0477,Scheduled Yard Waste,SWMA- Solid Waste Management Administration,DPW,1,2026/03/29 17:06:26+00,2026/04/30 17:41:21+00,2026/04/30 03:59:00+00,2026/03/29 17:06:26+00,,,,Closed,,Standard,,Ward 4,397063.17,141458.88,38.94101554,-77.03387582,259182,,{4E2DE905-B00F-4998-E063-782F520AEECA},,,12515831
401041.210000001,136587.899999999,26-00192586,1305 F STREET NE,WASHINGTON,DC,20002,S0031,Bulk Collection,SWMA- Solid Waste Management Admistration,DPW,1,2026/03/29 17:07:18+00,2026/04/03 13:35:26+00,2026/04/04 03:59:00+00,2026/03/29 17:07:18+00,,,,Closed,,Standard,,Ward 6,401041.21,136587.9,38.89714045,-76.98799721,68717,,{4E2DE905-B010-4998-E063-782F520AEECA},,,12515832
399979.140000001,136455.25,26-00192588,407 E STREET NE,WASHINGTON,DC,20002,S0361,Sidewalk Repair,Toa-Street & Bridge Maintenance,DDOT,1,2026/03/29 17:07:58+00,2026/06/08 13:25:50+00,2027/04/22 17:07:58+00,2026/03/29 17:07:58+00,,,,Closed,,Standard,,Ward 6,399979.14,136455.25,38.89594611,-77.00024046,27270,,{4E2DE905-B011-4998-E063-782F520AEECA},,,12515833
398868.32,142488.289999999,26-00192590,4916 1ST STREET NW,WASHINGTON,DC,20011,S0336,Out of State Parking Violation (ROSA),PEMA- Parking Enforcement Management Administration,DPW,1,2026/03/29 17:08:50+00,2026/03/30 07:43:07+00,2026/05/11 17:08:50+00,2026/03/29 17:08:50+00,,,,Closed (Duplicate),,Standard,,Ward 4,398868.32,142488.29,38.95029293,-77.01305543,243675,,{4E2DE905-B012-4998-E063-782F520AEECA},,,12515834
400018.340000004,137334.710000001,26-00192591,1100 5TH STREET NE,WASHINGTON,DC,20002,S0185,Illegal Poster,SWMA- Solid Waste Management Admistration,DPW,1,2026/03/29 17:08:50+00,2026/03/31 10:42:09+00,2026/04/03 17:08:50+00,2026/03/29 17:08:50+00,,,,Closed,,Standard,,Ward 6,400018.34,137334.71,38.9038686,-76.99978856,74585,,{4E2DE905-B013-4998-E063-782F520AEECA},,,12515835
396691.5,140124.800000001,26-00192592,1627 IRVING STREET NW,WASHINGTON,DC,20010,S0477,Scheduled Yard Waste,SWMA- Solid Waste Management Administration,DPW,1,2026/03/29 17:09:05+00,2026/04/20 17:42:24+00,2026/04/21 03:59:00+00,2026/03/29 17:09:05+00,,,,Closed,,Standard,,Ward 1,396691.5,140124.8,38.92899643,-77.03815654,236463,,{4E2DE905-B014-4998-E063-782F520AEECA},,,12515836
399934.469999999,136508.829999998,26-00192593,516 4TH STREET NE,WASHINGTON,DC,20002,S0361,Sidewalk Repair,Toa-Street & Bridge Maintenance,DDOT,1,2026/03/29 17:10:22+00,,2027/04/22 17:10:22+00,2026/03/29 17:10:22+00,,,,In-Progress,,Standard,,Ward 6,399934.47,136508.83,38.89642877,-77.0007554,12240,,{4E2DE905-B015-4998-E063-782F520AEECA},,,12515837
400753.689999998,135457.850000001,26-00192594,222 11TH STREET SE,WASHINGTON,DC,20003,S0457,Tree Inspection,Urban Forrestry,DDOT,1,2026/03/29 17:10:23+00,2026/03/30 16:26:07+00,2026/04/03 17:10:23+00,2026/03/29 17:10:23+00,,,,Closed,,Standard,,Ward 6,400753.69,135457.85,38.88696083,-76.9913129,50179,,{4E2DE905-B016-4998-E063-782F520AEECA},,,12515838
399801.18,136875.890000001,26-00192595,728 3RD STREET NE,WASHINGTON,DC,20002,S0346,Sanitation Enforcement,SWMA- Solid Waste Management Admistration,DPW,1,2026/03/29 17:10:44+00,2026/03/31 12:30:05+00,2026/04/03 17:10:44+00,2026/03/29 17:10:44+00,,,,Closed,,Standard,,Ward 6,399801.18,136875.89,38.89973503,-77.00229203,78121,,{4E2DE905-B017-4998-E063-782F520AEECA},,,12515839
399969.770000003,134759.210000001,26-00192596,722 4TH STREET SE,WASHINGTON,DC,20003,S0031,Bulk Collection,SWMA- Solid Waste Management Admistration,DPW,1,2026/03/29 17:10:46+00,2026/04/03 12:35:52+00,2026/04/04 03:59:00+00,2026/03/29 17:10:46+00,,,,Closed,,Standard,,Ward 6,399969.77,134759.21,38.88066754,-77.0003484,77790,,{4E2DE905-B018-4998-E063-782F520AEECA},,,12515840
400063.82,136433.84,26-00192597,435 5TH STREET NE,WASHINGTON,DC,20002,S0477,Scheduled Yard Waste,SWMA- Solid Waste Management Administration,DPW,1,2026/03/29 17:11:40+00,2026/04/24 16:42:53+00,2026/04/25 03:59:00+00,2026/03/29 17:11:40+00,,,,Closed,,Standard,,Ward 6,400063.82,136433.84,38.89575324,-76.99926431,22842,,{4E2DE905-B019-4998-E063-782F520AEECA},,,12515841
400059.020000003,136588.350000001,26-00192619,535 5TH STREET NE,WASHINGTON,DC,20002,S0361,Sidewalk Repair,Toa-Street & Bridge Maintenance,DDOT,1,2026/03/29 17:28:11+00,,2027/04/22 17:28:11+00,2026/03/29 17:28:11+00,,,,In-Progress,,Standard,,Ward 6,400059.02,136588.35,38.89714512,-76.99931963,9760,,{4E2E5458-20EB-77BE-E063-782F520A49CD},,,12515842
399844.009999998,136626.210000001,26-00192621,300 F STREET NE,WASHINGTON,DC,20002,S0477,Scheduled Yard Waste,SWMA- Solid Waste Management Administration,DPW,1,2026/03/29 17:29:00+00,2026/04/24 16:42:58+00,2026/04/25 03:59:00+00,2026/03/29 17:29:00+00,,,,Closed,,Standard,,Ward 6,399844.01,136626.21,38.89748616,-77.00179822,42491,,{4E2E5458-20EC-77BE-E063-782F520A49CD},,,12515843
400063.140000001,136572.359999999,26-00192622,533 5TH STREET NE,WASHINGTON,DC,20002,S0361,Sidewalk Repair,Toa-Street & Bridge Maintenance,DDOT,1,2026/03/29 17:29:55+00,2026/04/02 14:21:10+00,2027/04/22 17:29:55+00,2026/03/29 17:29:55+00,,,,Closed,,Standard,,Ward 6,400063.14,136572.36,38.89700074,-76.99927214,9904,,{4E2E5458-20ED-77BE-E063-782F520A49CD},,,12515844
401522.469999999,135179.440000001,26-00192623,337 16TH STREET SE,WASHINGTON,DC,20003,S0031,Bulk Collection,SWMA- Solid Waste Management Admistration,DPW,1,2026/03/29 17:30:14+00,2026/04/02 12:39:58+00,2026/04/03 03:59:00+00,2026/03/29 17:30:14+00,,,,Closed,,Standard,,Ward 7,401522.47,135179.44,38.88445182,-76.9824525,35517,,{4E2E5458-20EE-77BE-E063-782F520A49CD},,,12515845
399244.310000002,138445.760000002,26-00192624,1743 NORTH CAPITOL STREET NE,WASHINGTON,DC,20002,S0316,Recycling Cart Delivery,SWMA- Solid Waste Management Admistration,DPW,1,2026/03/29 17:31:21+00,2026/04/17 17:45:05+00,2026/04/27 17:31:21+00,2026/03/29 17:31:21+00,,,,Closed,,Standard,,Ward 5,399244.31,138445.76,38.91387699,-77.00871344,56431,,{4E2E5458-20EF-77BE-E063-782F520A49CD},,,12515846
401522.469999999,135179.440000001,26-00192625,337 16TH STREET SE,WASHINGTON,DC,20003,S0477,Scheduled Yard Waste,SWMA- Solid Waste Management Administration,DPW,1,2026/03/29 17:33:08+00,2026/04/02 17:44:40+00,2026/04/03 03:59:00+00,2026/03/29 17:33:08+00,,,,Closed,,Standard,,Ward 7,401522.47,135179.44,38.88445182,-76.9824525,35517,,{4E2E5458-20F0-77BE-E063-782F520A49CD},,,12515847
393578.130000003,140369.77,26-00192626,3129 38TH STREET NW,WASHINGTON,DC,20016,S0031,Bulk Collection,SWMA- Solid Waste Management Admistration,DPW,1,2026/03/29 17:33:41+00,2026/04/06 16:05:32+00,2026/04/07 03:59:00+00,2026/03/29 17:33:41+00,,,,Closed,,Standard,,Ward 3,393578.13,140369.77,38.93118595,-77.07406494,221564,,{4E2E5458-20F1-77BE-E063-782F520A49CD},,,12515848
399840.950000003,135340.91,26-00192627,300 3RD STREET SE,WASHINGTON,DC,20003,S0031,Bulk Collection,SWMA- Solid Waste Management Admistration,DPW,1,2026/03/29 17:34:32+00,2026/04/03 13:06:24+00,2026/04/04 03:59:00+00,2026/03/29 17:34:32+00,,,,Closed,,Standard,,Ward 6,399840.95,135340.91,38.88590737,-77.0018332,42697,,{4E2E5458-20F2-77BE-E063-782F520A49CD},,,12515849
397510.119999997,144842.789999999,26-00192628,6732 13TH PLACE NW,WASHINGTON,DC,20012,S0031,Bulk Collection,SWMA- Solid Waste Management Admistration,DPW,1,2026/03/29 17:34:50+00,2026/04/07 13:05:26+00,2026/04/08 03:59:00+00,2026/03/29 17:34:50+00,,,,Closed,,Standard,,Ward 4,397510.12,144842.79,38.97150007,-77.02873262,253358,,{4E2E5458-20F3-77BE-E063-782F520A49CD},,,12515850
400019.909999996,136661.289999999,26-00192629,612 5TH STREET NE,WASHINGTON,DC,20002,S0361,Sidewalk Repair,Toa-Street & Bridge Maintenance,DDOT,1,2026/03/29 17:35:49+00,,2027/04/22 17:35:48+00,2026/03/29 17:35:49+00,,,,In-Progress,,Standard,,Ward 6,400019.91,136661.29,38.89780219,-76.99977048,4651,,{4E2E5458-20F4-77BE-E063-782F520A49CD},,,12515851
398554.009999998,142553.5,26-00192630,318 FARRAGUT STREET NW,WASHINGTON,DC,20011,S0477,Scheduled Yard Waste,SWMA- Solid Waste Management Administration,DPW,1,2026/03/29 17:37:49+00,2026/04/29 19:08:08+00,2026/04/30 03:59:00+00,2026/03/29 17:37:49+00,,,,Closed,,Standard,,Ward 4,398554.01,142553.5,38.9508799,-77.01668155,243838,,{4E2E5458-20F5-77BE-E063-782F520A49CD},,,12515852
400026.729999997,136630.68,26-00192631,604 5TH STREET NE,WASHINGTON,DC,20002,S0361,Sidewalk Repair,Toa-Street & Bridge Maintenance,DDOT,1,2026/03/29 17:38:19+00,,2027/04/22 17:38:18+00,2026/03/29 17:38:19+00,,,,In-Progress,,Standard,,Ward 6,400026.73,136630.68,38.89752644,-76.99969186,5335,,{4E2E5458-20F6-77BE-E063-782F520A49CD},,,12515853
401141.579999998,136345.34,26-00192632,1338 D STREET NE,WASHINGTON,DC,20002,S0031,Bulk Collection,SWMA- Solid Waste Management Admistration,DPW,1,2026/03/29 17:38:42+00,2026/04/03 13:35:33+00,2026/04/04 03:59:00+00,2026/03/29 17:38:42+00,,,,Closed,,Standard,,Ward 6,401141.58,136345.34,38.89495526,-76.98684058,66892,,{4E2E5458-20F7-77BE-E063-782F520A49CD},,,12515854
394520.68,137864.969999999,26-00192634,3149 O STREET NW,WASHINGTON,DC,20007,S0261,Parking Enforcement,PEMA- Parking Enforcement Management Administration,DPW,1,2026/03/29 17:39:31+00,2026/03/30 02:23:23+00,2026/03/30 17:39:30+00,2026/03/29 17:39:31+00,,,,Closed,,Standard,,Ward 2,394520.68,137864.97,38.90862795,-77.0631743,275524,,{4E2E5458-20F8-77BE-E063-782F520A49CD},,,12515855
401141.579999998,136345.34,26-00192635,1338 D STREET NE,WASHINGTON,DC,20002,S0477,Scheduled Yard Waste,SWMA- Solid Waste Management Administration,DPW,1,2026/03/29 17:40:15+00,2026/04/24 15:13:58+00,2026/04/25 03:59:00+00,2026/03/29 17:40:15+00,,,,Closed,,Standard,,Ward 6,401141.58,136345.34,38.89495526,-76.98684058,66892,,{4E2E5458-20F9-77BE-E063-782F520A49CD},,,12515856
400018.030000001,136631.34,26-00192636,420 F STREET NE,WASHINGTON,DC,20002,S0361,Sidewalk Repair,Toa-Street & Bridge Maintenance,DDOT,1,2026/03/29 17:40:56+00,,2027/04/22 17:40:56+00,2026/03/29 17:40:56+00,,,,In-Progress,,Standard,,Ward 6,400018.03,136631.34,38.89753206,-76.99979215,25694,,{4E2E5458-20FA-77BE-E063-782F520A49CD},,,12515857
393062.420000002,143615.379999999,26-00192637,5318 RENO ROAD NW,WASHINGTON,DC,20015,S0477,Scheduled Yard Waste,SWMA- Solid Waste Management Administration,DPW,1,2026/03/29 17:41:09+00,2026/04/21 17:44:46+00,2026/04/22 03:59:00+00,2026/03/29 17:41:09+00,,,,Closed,,Standard,,Ward 3,393062.42,143615.38,38.96041905,-77.08004557,264974,,{4E2E5458-20FB-77BE-E063-782F520A49CD},,,12515858
405380,136461,26-00192638,516 45TH STREET NE,WASHINGTON,DC,20019,COMPOSTM,Missed Curbside Compost Collection,,DPW,1,2026/03/29 17:41:10+00,,2026/04/01 17:41:10+00,2026/03/29 17:41:10+00,,,,Open,,Standard,,Ward 7,405380,136461,38.89598144,-76.93798181,12239,,{4E2E5458-20FC-77BE-E063-782F520A49CD},,,12515859
401632.259999998,134697.920000002,26-00192639,1619 H STREET SE,WASHINGTON,DC,20003,S0477,Scheduled Yard Waste,SWMA- Solid Waste Management Administration,DPW,1,2026/03/29 17:41:11+00,2026/04/24 17:11:24+00,2026/04/25 03:59:00+00,2026/03/29 17:41:11+00,,,,Closed,,Standard,,Ward 6,401632.26,134697.92,38.8801139,-76.98118824,59649,,{4E2E5458-20FD-77BE-E063-782F520A49CD},,,12515860
400013.060000002,136632.420000002,26-00192640,418 F STREET NE,WASHINGTON,DC,20002,S0361,Sidewalk Repair,Toa-Street & Bridge Maintenance,DDOT,1,2026/03/29 17:42:34+00,,2027/04/22 17:42:34+00,2026/03/29 17:42:34+00,,,,In-Progress,,Standard,,Ward 6,400013.06,136632.42,38.89754212,-76.99984945,26009,,{4E2EBFAA-9E6A-189A-E063-782F520AAE9C},,,12515861
399802.840000004,138491.25,26-00192641,232 S STREET NE,WASHINGTON,DC,20002,S0477,Scheduled Yard Waste,SWMA- Solid Waste Management Administration,DPW,1,2026/03/29 17:42:49+00,2026/04/20 18:57:45+00,2026/04/21 03:59:00+00,2026/03/29 17:42:49+00,,,,Closed,,Standard,,Ward 5,399802.84,138491.25,38.91428709,-77.00227335,48700,,{4E2EBFAA-9E6B-189A-E063-782F520AAE9C},,,12515862
390903.840000004,140393.800000001,26-00192642,5146 KLINGLE STREET NW,WASHINGTON,DC,20016,S0031,Bulk Collection,SWMA- Solid Waste Management Admistration,DPW,1,2026/03/29 17:43:31+00,2026/04/06 14:06:13+00,2026/04/07 03:59:00+00,2026/03/29 17:43:31+00,,,,Closed,,Standard,,Ward 3,390903.84,140393.8,38.93137881,-77.10490846,268642,,{4E2EBFAA-9E6C-189A-E063-782F520AAE9C},,,12515863
399966.880000003,136630.780000001,26-00192643,400 F STREET NE,WASHINGTON,DC,20002,S0361,Sidewalk Repair,Toa-Street & Bridge Maintenance,DDOT,1,2026/03/29 17:44:24+00,,2027/04/22 17:44:24+00,2026/03/29 17:44:24+00,,,,In-Progress,,Standard,,Ward 6,399966.88,136630.78,38.89752735,-77.0003818,28322,,{4E2EBFAA-9E6D-189A-E063-782F520AAE9C},,,12515864
399802.840000004,138491.25,26-00192645,232 S STREET NE,WASHINGTON,DC,20002,S0031,Bulk Collection,SWMA- Solid Waste Management Admistration,DPW,1,2026/03/29 17:45:40+00,2026/04/06 12:36:33+00,2026/04/07 03:59:00+00,2026/03/29 17:45:40+00,,,,Closed,,Standard,,Ward 5,399802.84,138491.25,38.91428709,-77.00227335,48700,,{4E2EBFAA-9E6E-189A-E063-782F520AAE9C},,,12515865
401632.259999998,134697.920000002,26-00192646,1619 H STREET SE,WASHINGTON,DC,20003,S0031,Bulk Collection,SWMA- Solid Waste Management Admistration,DPW,1,2026/03/29 17:46:31+00,2026/04/03 12:05:31+00,2026/04/04 03:59:00+00,2026/03/29 17:46:31+00,,,,Closed,,Standard,,Ward 6,401632.26,134697.92,38.8801139,-76.98118824,59649,,{4E2EBFAA-9E6F-189A-E063-782F520AAE9C},,,12515866
399844.009999998,136626.210000001,26-00192647,300 F STREET NE,WASHINGTON,DC,20002,MARKINST,Roadway Markings / Pylons,Transportation Operations Administration,DDOT,1,2026/03/29 17:47:39+00,,2027/04/22 17:47:39+00,2026/03/29 17:47:39+00,,,,In-Progress,,Standard,,Ward 6,399844.01,136626.21,38.89748616,-77.00179822,42491,,{4E2EBFAA-9E70-189A-E063-782F520AAE9C},,,12515867
399904.229999997,137432.460000001,26-00192648,1141 ABBEY PLACE NE,WASHINGTON,DC,20002,S0031,Bulk Collection,SWMA- Solid Waste Management Admistration,DPW,1,2026/03/29 17:48:06+00,2026/04/03 11:35:28+00,2026/04/04 03:59:00+00,2026/03/29 17:48:06+00,,,,Closed,,Standard,,Ward 6,399904.23,137432.46,38.90474916,-77.00110413,72947,,{4E2EBFAA-9E71-189A-E063-782F520AAE9C},,,12515868
401576.450000003,139418.609999999,26-00192649,1521 CHANNING STREET NE,WASHINGTON,DC,20018,S0031,Bulk Collection,SWMA- Solid Waste Management Admistration,DPW,1,2026/03/29 17:48:07+00,2026/04/06 12:36:27+00,2026/04/07 03:59:00+00,2026/03/29 17:48:07+00,,,,Closed,,Standard,,Ward 5,401576.45,139418.61,38.92263966,-76.98182061,61536,,{4E2EBFAA-9E72-189A-E063-782F520AAE9C},,,12515869
397512.990000002,139126.289999999,26-00192650,2235 12TH PLACE NW,WASHINGTON,DC,20009,S0477,Scheduled Yard Waste,SWMA- Solid Waste Management Administration,DPW,1,2026/03/29 17:48:33+00,2026/04/20 18:11:41+00,2026/04/21 03:59:00+00,2026/03/29 17:48:33+00,,,,Closed,,Standard,,Ward 1,397512.99,139126.29,38.92000424,-77.02867877,240726,,{4E2EBFAA-9E73-189A-E063-782F520AAE9C},,,12515870
393062.420000002,143615.379999999,26-00192651,5318 RENO ROAD NW,WASHINGTON,DC,20015,S0031,Bulk Collection,SWMA- Solid Waste Management Admistration,DPW,1,2026/03/29 17:48:37+00,2026/04/06 14:36:44+00,2026/04/07 03:59:00+00,2026/03/29 17:48:37+00,,,,Closed,,Standard,,Ward 3,393062.42,143615.38,38.96041905,-77.08004557,264974,,{4E2EBFAA-9E74-189A-E063-782F520AAE9C},,,12515871
399842.5,136631.530000001,26-00192652,601 3RD STREET NE,WASHINGTON,DC,20002,MARKINST,Roadway Markings / Pylons,Transportation Operations Administration,DDOT,1,2026/03/29 17:49:22+00,,2027/04/22 17:49:22+00,2026/03/29 17:49:22+00,,,,In-Progress,,Standard,,Ward 6,399842.5,136631.53,38.89753409,-77.00181563,5722,,{4E2EBFAA-9E75-189A-E063-782F520AAE9C},,,12515872
393574.509999998,139183.510000002,26-00192653,3720 BENTON STREET NW,WASHINGTON,DC,20007,S0217,Public Space Litter Can-Collection,SWMA- Solid Waste Management Admistration,DPW,1,2026/03/29 17:50:15+00,2026/03/30 23:10:55+00,2026/03/31 17:50:15+00,2026/03/29 17:50:15+00,,,,Closed,,Standard,,Ward 3,393574.51,139183.51,38.92049972,-77.07409559,270288,,{4E2EBFAA-9E76-189A-E063-782F520AAE9C},,,12515873
399842.18,136592.219999999,26-00192654,539 3RD STREET NE,WASHINGTON,DC,20002,MARKINST,Roadway Markings / Pylons,Transportation Operations Administration,DDOT,1,2026/03/29 17:50:52+00,,2027/04/22 17:50:51+00,2026/03/29 17:50:52+00,,,,In-Progress,,Standard,,Ward 6,399842.18,136592.22,38.89717997,-77.00181931,9336,,{4E2EBFAA-9E77-189A-E063-782F520AAE9C},,,12515874
403635.960000001,131900.710000001,26-00192655,BRANCH AVENUE SE AND SOUTHERN AVENUE SE,WASHINGTON,DC,20020,PubspceInsp,Public Space Inspection,,DDOT,1,2026/03/29 17:52:16+00,2026/03/31 13:56:08+00,2026/06/24 17:52:16+00,2026/03/29 17:52:16+00,,,,Closed,,Standard,,Ward 7,403635.96000133,131900.71000784,38.85490915,-76.95811043,901200,,{4E2EBFAA-9E78-189A-E063-782F520AAE9C},,,12515875
393963.479999997,138610.949999999,26-00192656,3502 T STREET NW,WASHINGTON,DC,20007,S0477,Scheduled Yard Waste,SWMA- Solid Waste Management Administration,DPW,1,2026/03/29 17:52:53+00,2026/04/30 17:41:31+00,2026/04/29 23:59:00+00,2026/03/29 17:52:53+00,,,,Closed,,Standard,,Ward 2,393963.48,138610.95,38.91534467,-77.06960515,273435,,{4E2EBFAA-9E79-189A-E063-782F520AAE9C},,,12515876
399802.590000004,136593.850000001,26-00192658,235 F STREET NE,WASHINGTON,DC,20002,SPSTDAMA,Traffic Safety Input,Department of Transportation,DDOT,1,2026/03/29 17:53:53+00,2026/03/29 18:00:56+00,2026/03/30 17:53:53+00,2026/03/29 17:53:53+00,,,,Closed,,Standard,,Ward 6,399802.59,136593.85,38.89719464,-77.00227569,304262,,{4E2EBFAA-9E7A-189A-E063-782F520AAE9C},,,12515877
399802.590000004,136593.850000001,26-00192659,235 F STREET NE,WASHINGTON,DC,20002,MARKINST,Roadway Markings / Pylons,Transportation Operations Administration,DDOT,1,2026/03/29 17:55:08+00,,2027/04/22 17:55:08+00,2026/03/29 17:55:08+00,,,,In-Progress,,Standard,,Ward 6,399802.59,136593.85,38.89719464,-77.00227569,304262,,{4E2EBFAA-9E7B-189A-E063-782F520AAE9C},,,12515878
396075.810000002,139598.969999999,26-00192660,WALTER PIERCE PARK,WASHINGTON,DC,20009,S0457,Tree Inspection,Urban Forrestry,DDOT,1,2026/03/29 17:56:06+00,2026/03/31 12:21:01+00,2026/04/03 17:56:06+00,2026/03/29 17:56:06+00,,,,Closed,,Standard,,Ward 1,396075.81,139598.97,38.92425705,-77.04525421,308311,,{4E2EBFAA-9E7C-189A-E063-782F520AAE9C},,,12515879
399713.530000001,136626.870000001,26-00192661,601 2ND STREET NE,WASHINGTON,DC,20002,MARKINST,Roadway Markings / Pylons,Transportation Operations Administration,DDOT,1,2026/03/29 17:58:21+00,,2027/04/22 17:58:21+00,2026/03/29 17:58:21+00,,,,In-Progress,,Standard,,Ward 6,399713.53,136626.87,38.89749208,-77.00330237,5721,,{4E2EBFAA-9E7D-189A-E063-782F520AAE9C},,,12515880
394723.18,138142.890000001,26-00192662,3044 CAMBRIDGE PLACE NW,WASHINGTON,DC,20007,S0477,Scheduled Yard Waste,SWMA- Solid Waste Management Administration,DPW,1,2026/03/29 17:58:30+00,2026/04/30 17:41:36+00,2026/04/30 03:59:00+00,2026/03/29 17:58:30+00,,,,Closed,,Standard,,Ward 2,394723.18,138142.89,38.91113312,-77.0608417,273104,,{4E2EBFAA-9E7E-189A-E063-782F520AAE9C},,,12515881
396414.799999997,136954.09,26-00192663,1737 H STREET NW,WASHINGTON,DC,20006,SIGTRAMA,Traffic Lights and Pedestrian Walk Signals,Toa- Trans Sys Mnt,DDOT,1,2026/03/29 17:59:05+00,2026/04/06 17:51:39+00,2026/03/31 17:59:05+00,2026/03/29 17:59:05+00,,,,Closed,,Standard,,Ward 2,396414.8,136954.09,38.90043253,-77.04133113,218465,,{4E2EBFAA-9E7F-189A-E063-782F520AAE9C},,,12515882
399630.149999999,136535.120000001,26-00192664,1 COLUMBUS CIRCLE NE,WASHINGTON,DC,20002,MARKINST,Roadway Markings / Pylons,Transportation Operations Administration,DDOT,1,2026/03/29 18:00:23+00,,2027/04/22 18:00:23+00,2026/03/29 18:00:23+00,,,,In-Progress,,Standard,,Ward 6,399630.15,136535.12,38.89666519,-77.0042635,285727,,{4E2EBFAA-9E80-189A-E063-782F520AAE9C},,,12515883
392163.710000001,142180.969999999,26-00192665,4425 46TH STREET NW,WASHINGTON,DC,20016,S0477,Scheduled Yard Waste,SWMA- Solid Waste Management Administration,DPW,1,2026/03/29 18:00:34+00,2026/04/21 18:13:08+00,2026/04/22 03:59:00+00,2026/03/29 18:00:34+00,,,,Closed,,Standard,,Ward 3,392163.71,142180.97,38.94749029,-77.09039846,267509,,{4E2EBFAA-9E81-189A-E063-782F520AAE9C},,,12515884
